bacteria.names,n.hosts,bacteria.phbs,motility,gram,spore,oxygen,zoonotic,cell,bacteria.phbs.no.human,family,genus,vector.borne,Nucleotide.records,Nucleotide.records.log,PHB.max,PHB.mean,PHB.median,PubMed.records.log,SRA.records.log
Mycobacterium celatum,5,0.640169248,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.637470218333333,Mycobacteriaceae,Mycobacterium,No,2514,3.40036527334994,0.91428897,0.637470218333333,0.643867885,1.70757017609794,0
Mycobacterium leprae,5,0.3451719,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.382647283333333,Mycobacteriaceae,Mycobacterium,No,1127,3.05192391604611,0.5082712,0.382647283333333,0.3910359,3.63326641115542,1.50514997831991
Mycobacterium peregrinum,5,0.69218074,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.573844166666667,Mycobacteriaceae,Mycobacterium,No,806,2.90633504180509,0.753172,0.573844166666667,0.6586945,1.79934054945358,0.845098040014257
Mycobacterium xenopi,5,0.5462231076,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.509753376166667,Mycobacteriaceae,Mycobacterium,No,525,2.72015930340596,0.80958255,0.509753376166667,0.5572877095,2.54900326202579,1.14612803567824
Mycoplasma lipofaciens,5,0.55557115368,Motile,Lack cell wall,No,Facultatively anaerobic,Zoonotic,,0.3329400171,Mycoplasmataceae,Mycoplasma,No,22,1.34242268082221,0.4000044922,0.3329400171,0.3521270171,0.778151250383644,0.301029995663981
Mycoplasma ovipneumoniae,5,0.09986993344,na,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0.09986993344,Mycoplasmataceae,Mycoplasma,No,2190,3.34044411484012,0.1478667,0.09986993344,0.1188256968,2.09691001300806,0
Necropsobacter rosorum,5,0.49234434,Non-motile,Gram-negative,No,Aerobic,Zoonotic,,0.4218415,Pasteurellaceae,Necropsobacter,No,149,2.17318626841227,0.522822,0.4218415,0.4439,0.698970004336019,0
Nocardia nova,5,0.6311208144,Non-motile,Gram-positive,No,Aerobic,Zoonotic,,0.626590176333333,Nocardiaceae,Nocardia,No,754,2.87737134586977,0.92128135,0.626590176333333,0.631265843,2.05307844348342,0
Paeniclostridium sordellii,5,0.46253840944,Motile,Gram-positive,Yes,Anaerobic,Zoonotic,,0.3956218368,Peptostreptococcaceae,Paeniclostridium,No,3560,3.55144999797288,0.4873318036,0.3956218368,0.379237985,0.602059991327962,1.72427586960079
Providencia heimbachae,5,0.6018612984,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.471422698,Morganellaceae,Providencia,No,201,2.30319605742049,0.858502396,0.471422698,0.488413398,0.778151250383644,0.477121254719662
Providencia rettgeri,5,0.79220798,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.69321205,Morganellaceae,Providencia,No,1640,3.2148438480477,0.8699671,0.69321205,0.72331645,2.40823996531185,0.903089986991944
Salmonella enterica subsp. houtenae,5,0.72216956,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,Facultative intracellular,0.610036441666667,Enterobacteriaceae,Salmonella,No,713,2.85308952985187,0.74771645,0.610036441666667,0.622411825,0.845098040014257,2.25042000230889
Serratia liquefaciens,5,0.7297128184,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.658658098,Yersiniaceae,Serratia,No,500,2.69897000433602,0.970938266,0.658658098,0.692451098,2.46239799789896,1.17609125905568
Staphylococcus xylosus,5,0.41511203584,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.312699453133333,Staphylococcaceae,Staphylococcus,No,1521,3.182129214053,0.4532243036,0.312699453133333,0.3280791198,2.66651798055488,1.30102999566398
Treponema pallidum,5,0.23585134,Motile,Gram-negative,No,Microaerophilic,Zoonotic,Extracellular,0.2580625,Spirochaetaceae,Treponema,No,2255,3.35314654621398,0.3311759,0.2580625,0.3064019,3.6330642726915,2.15228834438306
Vagococcus fluvialis,5,0.4240114944,Motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.351044859666667,Enterococcaceae,Vagococcus,No,45,1.65321251377534,0.445451116,0.351044859666667,0.335703201,1.39794000867204,0.301029995663981
[Clostridium] colinum,4,0.323409583333333,Motile,Gram-positive,Yes,Anaerobic,Not zoonotic,,0.323409583333333,Lachnospiraceae,Tyzzerella,No,0,-Inf,0.4467488,0.323409583333333,0.32795525,1.34242268082221,0
[Eubacterium] tortuosum,4,0.698564543333333,Non-motile,Gram-positive,No,Anaerobic,Zoonotic,,0.630146046666667,Erysipelotrichaceae,unclassified,No,0,-Inf,0.84710637,0.630146046666667,0.83417007,0.903089986991944,0
Acholeplasma oculi,4,0.450972120133333,na,Gram-negative,na,Aerobic,Zoonotic,,0.362096149066667,Acholeplasmataceae,Acholeplasma,No,23,1.36172783601759,0.3982044536,0.362096149066667,0.3490235236,1.46239799789896,0.602059991327962
Achromobacter xylosoxidans,4,0.708733175,Motile,Gram-negative,No,Aerobic,Zoonotic,,0.742583333333333,Alcaligenaceae,Achromobacter,No,32373,4.51018294725784,0.891053,0.742583333333333,0.8663215,2.68304703823885,1.83884909073726
Acidaminococcus fermentans,4,0.399617653466667,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0.255865749066667,Acidaminococcaceae,Acidaminococcus,No,257,2.40993312333129,0.3379292536,0.255865749066667,0.31123887,1.8750612633917,0.954242509439325
Actinomyces hyovaginalis,4,0.220278927983333,Non-motile,Gram-positive,No,Anaerobic,Not zoonotic,,0.220278927983333,Actinomycetaceae,Actinomyces,No,25,1.39794000867204,0.3518420657,0.220278927983333,0.23513559465,1.07918124604762,0
Aeromonas veronii,4,0.722133931666667,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.515863453333333,Aeromonadaceae,Aeromonas,No,9396,3.97294300810557,0.5936767,0.515863453333333,0.58091738,2.53529412004277,1.69019608002851
Alcaligenes faecalis,4,0.710913070766667,Motile,Gram-negative,No,Aerobic,Zoonotic,,0.643580305466667,Alcaligenaceae,Alcaligenes,No,1603,3.20493352235414,0.8808947582,0.643580305466667,0.853087266,2.8842287696326,0.698970004336019
Arcobacter skirrowii,4,0.424455918133333,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.2992365464,Campylobacteraceae,Arcobacter,No,487,2.68752896121463,0.3379292536,0.2992365464,0.330156066,1.74036268949424,0.301029995663981
Austwickia chelonae,4,0.513923916666667,Motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0.513923916666667,Dermatophilaceae,Austwickia,No,94,1.9731278535997,0.8068216,0.513923916666667,0.5105931,0.778151250383644,0.301029995663981
Bartonella bovis,4,0.766887241333333,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0.766887241333333,Bartonellaceae,Bartonella,Yes,300,2.47712125471966,1.15352555,0.766887241333333,0.799436908,1.44715803134222,0.778151250383644
Bartonella queenslandensis,4,0.0845995833333333,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0.0845995833333333,Bartonellaceae,Bartonella,No,2155,3.33344727449675,0.0995337,0.0845995833333333,0.08775265,0.845098040014257,0
Bartonella rattaustraliani,4,0.185959633333333,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0.185959633333333,Bartonellaceae,Bartonella,No,247,2.39269695325967,0.3019641,0.185959633333333,0.18520855,0.698970004336019,0
Bartonella taylorii,4,0.205176529433333,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0.205176529433333,Bartonellaceae,Bartonella,Yes,155,2.19033169817029,0.2906819,0.205176529433333,0.2239596461,1.17609125905568,0.477121254719662
Bibersteinia trehalosi,4,0.158314411466667,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0.158314411466667,Pasteurellaceae,Bibersteinia,No,94,1.9731278535997,0.231578366,0.158314411466667,0.161658553,1.69897000433602,0.778151250383644
Borrelia anserina,4,0.261452568766667,Motile,Gram-negative,No,Microaerophilic,Not zoonotic,Extracellular,0.261452568766667,Borreliaceae,Borrelia,Yes,85,1.92941892571429,0.3320570342,0.261452568766667,0.2893305161,1.80617997398389,0
Borrelia parkeri,4,0.4922135,Motile,Gram-negative,No,Microaerophilic,Zoonotic,Extracellular,0.3971351,Borreliaceae,Borrelia,Yes,205,2.31175386105575,0.53996537,0.3971351,0.53139805,1.41497334797082,0
Campylobacter hyointestinalis,4,0.424455918133333,Motile,Gram-negative,No,Microaerophilic,Zoonotic,,0.2992365464,Campylobacteraceae,Campylobacter,No,201,2.30319605742049,0.3379292536,0.2992365464,0.330156066,1.8750612633917,1.44715803134222
Campylobacter lari,4,0.659444851466667,Motile,Gram-negative,No,Microaerophilic,Zoonotic,,0.6478573464,Campylobacteraceae,Campylobacter,No,899,2.95375969173323,0.8608604536,0.6478573464,0.853087266,2.26007138798507,2.16435285578444
Campylobacter sputorum,4,0.424455918133333,Motile,Gram-negative,No,Microaerophilic,Zoonotic,,0.2992365464,Campylobacteraceae,Campylobacter,No,175,2.24303804868629,0.3379292536,0.2992365464,0.330156066,1.86332286012046,0.903089986991944
Campylobacter ureolyticus,4,0.469048316333333,Motile,Gram-negative,No,Microaerophilic,Zoonotic,,0.386197744,Campylobacteraceae,Campylobacter,No,371,2.56937390961505,0.445451116,0.386197744,0.38298605,1.39794000867204,1.04139268515823
Catellicoccus marimammalium,4,0.702407826666667,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0.702407826666667,Enterococcaceae,Catellicoccus,No,54,1.73239375982297,0.93653425,0.702407826666667,0.89911786,1.23044892137827,0
Clostridium fallax,4,0.6494257868,Motile,Gram-positive,Yes,Anaerobic,Zoonotic,Extracellular,0.657738149066667,Clostridiaceae,Clostridium,No,143,2.15533603746506,0.8608604536,0.657738149066667,0.76333047,1.14612803567824,0
Clostridium novyi,4,0.473450276333333,Motile,Gram-positive,Yes,Anaerobic,Zoonotic,Extracellular,0.393215024,Clostridiaceae,Clostridium,No,1760,3.24551266781415,0.478102766,0.393215024,0.36029197,2.27646180417324,0.903089986991944
Corynebacterium bovis,4,0.534955674666667,Non-motile,Gram-positive,No,Aerobic,Zoonotic,,0.507777110666667,Corynebacteriaceae,Corynebacterium,No,1098,3.04060234011407,0.552806666,0.507777110666667,0.532840566,2.26717172840301,0
Corynebacterium falsenii,4,0.549993246833333,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.236284318,Corynebacteriaceae,Corynebacterium,No,55,1.74036268949424,0.25087596,0.236284318,0.242694377,0.954242509439325,0.301029995663981
Corynebacterium xerosis,4,0.399617653466667,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.255865749066667,Corynebacteriaceae,Corynebacterium,No,442,2.64542226934909,0.3379292536,0.255865749066667,0.31123887,2.11058971029925,0
Enterococcus faecium,4,0.66640705,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,Extracellular,0.680379833333333,Enterococcaceae,Enterococcus,No,180525,5.25653735366673,0.86753125,0.680379833333333,0.7906222,3.72378393696533,3.69222983577276
Frederiksenia canicola,4,0.422211683333333,Non-motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.258566233333333,Pasteurellaceae,Frederiksenia,No,15,1.17609125905568,0.29832725,0.258566233333333,0.2973448,0.698970004336019,0
Hathewaya limosa,4,0.469048316333333,Motile,Gram-positive,Yes,Anaerobic,Zoonotic,,0.386197744,Clostridiaceae,Hathewaya,No,15,1.17609125905568,0.445451116,0.386197744,0.38298605,0.301029995663981,0.301029995663981
Helcococcus ovis,4,0.260599063133333,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0.260599063133333,Peptoniphilaceae,Helcococcus,No,19,1.27875360095283,0.3490235236,0.260599063133333,0.2759787298,1.23044892137827,0
Helicobacter canadensis,4,0.636918551666667,Motile,Gram-negative,No,Microaerophilic,Zoonotic,,0.52913428,Helicobacteraceae,Helicobacter,No,235,2.37106786227174,0.78563436,0.52913428,0.78525356,1.25527250510331,0.954242509439325
Helicobacter cetorum,4,0.122404926666667,Motile,Gram-negative,No,Microaerophilic,Not zoonotic,,0.122404926666667,Helicobacteraceae,Helicobacter,No,36,1.55630250076729,0.16926305,0.122404926666667,0.115750925,1.07918124604762,0
Klebsiella oxytoca,4,0.548629741666667,Non-motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.5019052,Enterobacteriaceae,Klebsiella,No,16055,4.20561030990252,0.6325007,0.5019052,0.5798851,3.20139712432045,2.39269695325967
Kluyvera ascorbata,4,0.549836274666667,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.546319910666667,Enterobacteriaceae,Kluyvera,No,629,2.79865064544527,0.5906573,0.546319910666667,0.588578566,1.81291335664286,0.845098040014257
Leptospira fainei,4,0.488344374666667,Motile,Gram-negative,No,Aerobic,Zoonotic,Extracellular,0.417845377333333,Leptospiraceae,Leptospira,No,41,1.61278385671974,0.492922566,0.417845377333333,0.4304575,0.954242509439325,0.477121254719662
Leptospira inadai,4,0.364141125,Motile,Gram-negative,No,Aerobic,Zoonotic,Extracellular,0.119355933333333,Leptospiraceae,Leptospira,No,89,1.94939000664491,0.1642372,0.119355933333333,0.1575994,0.954242509439325,0.477121254719662
Leptospira noguchii,4,0.474498720166667,Motile,Gram-negative,No,Aerobic,Zoonotic,Extracellular,0.374490504666667,Leptospiraceae,Leptospira,No,8656,3.93731724776249,0.450810191,0.374490504666667,0.4430370034,1.30102999566398,1.32221929473392
Moraxella cuniculi,4,0.458831776466667,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0.458831776466667,Moraxellaceae,Moraxella,No,11,1.04139268515823,0.5486019,0.458831776466667,0.4936911098,0.602059991327962,0.477121254719662
Mycobacterium abscessus,4,0.549403554433333,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.5733613948,Mycobacteriaceae,Mycobacterium,No,97895,4.9907605107218,0.6175059,0.5733613948,0.6041064922,3.12417805547468,3.42373724998233
Mycobacterium asiaticum,4,0.509116458,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.581340377333333,Mycobacteriaceae,Mycobacterium,No,3827,3.5828584622245,0.638221066,0.581340377333333,0.619749066,1.44715803134222,1.25527250510331
Mycobacterium haemophilum,4,0.813680291666667,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.781713266666667,Mycobacteriaceae,Mycobacterium,No,641,2.80685802951882,1.0033537,0.781713266666667,0.9510873,2.26717172840301,0.698970004336019
Mycobacterium smegmatis,4,0.473777531333333,Non-motile,Gram-positive,No,Aerobic,Zoonotic,Extracellular,0.375068697333333,Mycobacteriaceae,Mycobacterium,No,1226,3.0884904701824,0.445451116,0.375068697333333,0.44474848,3.55954755558043,2.34635297445064
Mycoplasma agassizii,4,0.099471395,Non-motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,,0.099471395,Mycoplasmataceae,Mycoplasma,No,15,1.17609125905568,0.1521635,0.099471395,0.10121635,1.69019608002851,0.301029995663981
Mycoplasma conjunctivae,4,0.1074274618,Non-motile,Lack cell wall,No,Facultatively anaerobic,Not zoonotic,Extracellular,0.1074274618,Mycoplasmataceae,Mycoplasma,No,51,1.70757017609794,0.1317998536,0.1074274618,0.1207184618,1.77815125038364,0
Mycoplasma felis,4,0.400956501666667,Non-motile,Lack cell wall,No,Facultatively anaerobic,Zoonotic,,0.256365546666667,Mycoplasmataceae,Mycoplasma,No,130,2.11394335230684,0.32764032,0.256365546666667,0.32143377,1.73239375982297,0.301029995663981
Pantoea agglomerans,4,0.738412843,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.776387557333333,Erwiniaceae,Pantoea,No,3668,3.56442932699798,1.038834566,0.776387557333333,0.94907777,2.78746047451842,1.11394335230684
Pasteurella stomatis,4,0.413302376666667,Non-motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.24894338,Pasteurellaceae,Pasteurella,No,13,1.11394335230684,0.35864515,0.24894338,0.35449547,1.07918124604762,0
Porphyromonas gingivalis,4,0.458568963333333,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0.511897273333333,Porphyromonadaceae,Porphyromonas,No,8901,3.9494388010365,0.64487355,0.511897273333333,0.63975691,3.85131951264875,2.04921802267018
Porphyromonas gulae,4,0.486884541666667,Non-motile,Gram-negative,No,Anaerobic,Not zoonotic,,0.486884541666667,Porphyromonadaceae,Porphyromonas,No,2132,3.32878720035453,0.6233454,0.486884541666667,0.491410875,1.5910646070265,0.301029995663981
Proteus vulgaris,4,0.516389235,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.439867413333333,Morganellaceae,Proteus,No,935,2.97081161087252,0.5006862,0.439867413333333,0.45459802,3.27508089845686,0.954242509439325
Providencia alcalifaciens,4,0.693641346,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.716560228,Morganellaceae,Providencia,No,1186,3.07408468902824,0.810798342,0.716560228,0.800733842,2.11394335230684,1.04139268515823
Providencia stuartii,4,0.531051001333333,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.572707324,Morganellaceae,Providencia,No,1230,3.0899051114394,0.64355742,0.572707324,0.638221066,2.64246452024212,1.23044892137827
Pseudomonas putida,4,0.760347241666667,Motile,Gram-negative,No,Aerobic,Zoonotic,Extracellular,0.530728533333333,Pseudomonadaceae,Pseudomonas,No,36311,4.56003820948854,0.5820445,0.530728533333333,0.5784688,3.80413943233535,2.05690485133647
Rickettsia akari,4,0.473132375,Non-motile,Gram-negative,No,Aerobic,Zoonotic,Obligate intracellular,0.353786933333333,Rickettsiaceae,Rickettsia,Yes,199,2.29885307640971,0.4103233,0.353786933333333,0.3552379,1.89762709129044,0
Rickettsia helvetica,4,0.487096841666667,Non-motile,Gram-negative,No,Aerobic,Zoonotic,Obligate intracellular,0.383216666666667,Rickettsiaceae,Rickettsia,Yes,404,2.60638136511061,0.4953157,0.383216666666667,0.483871,2.31175386105575,0
Riemerella anatipestifer,4,0.261452568766667,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,Facultative intracellular,0.261452568766667,Flavobacteriaceae,Riemerella,No,2269,3.35583449588494,0.3320570342,0.261452568766667,0.2893305161,2.28780172993023,0.845098040014257
Salmonella bongori,4,0.764008241666667,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,Facultative intracellular,0.615457866666667,Enterobacteriaceae,Salmonella,No,141,2.14921911265538,0.7262337,0.615457866666667,0.6803371,1.81954393554187,2.11058971029925
Staphylococcus haemolyticus,4,0.704738733,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.731488744,Staphylococcaceae,Staphylococcus,No,35072,4.54496053246826,0.88172955,0.731488744,0.867285566,2.84135947045485,2.22010808804005
Staphylococcus pseudintermedius,4,0.389046318333333,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.254357746666667,Staphylococcaceae,Staphylococcus,No,1189,3.07518185461869,0.36019685,0.254357746666667,0.32764032,2.68124123737559,1.89762709129044
Streptococcus halichoeri,4,0.501213158333333,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.3749382,Streptococcaceae,Streptococcus,No,40,1.60205999132796,0.4520837,0.3749382,0.4313419,0.954242509439325,0
Streptococcus pasteurianus,4,0.573358893766667,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,,0.2640934028,Streptococcaceae,Streptococcus,No,721,2.85793526471943,0.3320570342,0.2640934028,0.3032342622,1.25527250510331,0.602059991327962
Streptococcus pneumoniae,4,0.37579811,Non-motile,Gram-positive,No,Facultatively anaerobic,Zoonotic,Facultative intracellular,0.455925246666667,Streptococcaceae,Streptococcus,No,1287716,6.10982009188027,0.54698757,0.455925246666667,0.48668907,4.37366584299165,4.56371833996568
Suttonella ornithocola,4,0.17176065,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0.17176065,Cardiobacteriaceae,Suttonella,No,738,2.86805636182304,0.2522474,0.17176065,0.170519,0.698970004336019,0
Tenacibaculum soleae,4,0.39932975,Motile,Gram-negative,No,Aerobic,Not zoonotic,,0.39932975,Flavobacteriaceae,Tenacibaculum,No,147,2.16731733474818,0.5071334,0.39932975,0.4279976,1.11394335230684,0
Vibrio vulnificus,4,0.613941425,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.356738333333333,Vibrionaceae,Vibrio,No,19316,4.28591719672831,0.4839759,0.356738333333333,0.4811006,3.27369558793009,2.25285303097989
Volucribacter psittacicida,4,0.2885249,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,,0.2885249,Pasteurellaceae,Volucribacter ,No,25,1.39794000867204,0.3927375,0.2885249,0.2930109,0.477121254719662,0
Yersinia mollaretii,4,0.523551416666667,Non-motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.4795641,Yersiniaceae,Yersinia,No,1454,3.16256440652302,0.53274855,0.4795641,0.4841484,1.32221929473392,0.477121254719662
Yersinia rohdei,4,0.655791771666667,Non-motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0.382519906666667,Yersiniaceae,Yersinia,No,796,2.90091306773767,0.43114526,0.382519906666667,0.42245566,1,0.778151250383644
[Clostridium] cocleatum,3,0.7766105,Non-motile,Gram-positive,Yes,Anaerobic,Zoonotic,,0,Erysipelotrichaceae,Erysipelatoclostridium,No,0,-Inf,0,0,0,1.17609125905568,0
[Pasteurella] aerogenes,3,0.550737233333333,Non-motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0,Pasteurellaceae,unclassified,No,0,-Inf,0,0,0,1.65321251377534,0
Acinetobacter calcoaceticus,3,0.895500486666667,Non-motile,Gram-negative,No,Aerobic,Zoonotic,,0,Moraxellaceae,Acinetobacter,No,3012,3.47885496752866,0,0,0,3.15896526038341,1.27875360095283
Actinobacillus capsulatus,3,0.3990198,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0.3990198,Pasteurellaceae,Actinobacillus,No,242,2.38381536598043,0.5394476,0.3990198,0.4950407,0.954242509439325,0.301029995663981
Actinobacillus delphinicola,3,0.251726533333333,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0.251726533333333,Pasteurellaceae,Actinobacillus,No,10,1,0.2951666,0.251726533333333,0.2801792,0.602059991327962,0
Actinomyces israelii,3,0.467834277333333,Non-motile,Gram-positive,No,Anaerobic,Zoonotic,,0,Actinomycetaceae,Actinomyces,No,358,2.55388302664387,0,0,0,2.68574173860226,0.301029995663981
Actinomyces marimammalium,3,0.4021932,Non-motile,Gram-positive,No,Facultatively anaerobic,Not zoonotic,,0.4021932,Actinomycetaceae,Actinomyces,No,21,1.32221929473392,0.5484062,0.4021932,0.4767858,0.698970004336019,0
Aeromonas allosaccharophila,3,0.708819833333333,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0,Aeromonadaceae,Aeromonas,No,1090,3.03742649794062,0,0,0,1.34242268082221,0.477121254719662
Aeromonas jandaei,3,0.735317433333333,Motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0,Aeromonadaceae,Aeromonas,No,758,2.87966920563205,0,0,0,1.63346845557959,0.301029995663981
Aeromonas piscicola,3,0.357121970066667,Motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0.357121970066667,Aeromonadaceae,Aeromonas,No,436,2.63948648926859,0.4962135551,0.357121970066667,0.4359214551,0.698970004336019,0.301029995663981
Aggregatibacter actinomycetemcomitans,3,0.400083269066667,Non-motile,Gram-negative,No,Facultatively anaerobic,Zoonotic,,0,Pasteurellaceae,Aggregatibacter,No,10834,4.03478883125118,0,0,0,3.16908635748702,1.81291335664286
Aliivibrio salmonicida,3,0.394061133333333,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0.394061133333333,Vibrionaceae,Aliivibrio,No,97,1.98677173426624,0.5516223,0.394061133333333,0.4913302,1.60205999132796,0
Anaplasma centrale,3,0.218649977333333,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Obligate intracellular,0.218649977333333,Anaplasmataceae,Anaplasma,Yes,80,1.90308998699194,0.252058566,0.218649977333333,0.2357924,2.02938377768521,0
Anaplasma platys,3,0.519290846666667,Non-motile,Gram-negative,No,Aerobic,Zoonotic,Obligate intracellular,0,Anaplasmataceae,Anaplasma,Yes,298,2.47421626407626,0,0,0,2.37106786227174,0
Avibacterium paragallinarum,3,0.178085866666667,Non-motile,Gram-negative,No,Facultatively anaerobic,Not zoonotic,,0.178085866666667,Pasteurellaceae,Avibacterium,No,1130,3.05307844348342,0.2022221,0.178085866666667,0.1746601,1.92941892571429,0
Bacillus licheniformis,3,0.427798744,Motile,Gram-positive,Yes,Facultatively anaerobic,Zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,55682,4.74571482598046,0,0,0,3.39863432453839,1.60205999132796
Bacillus mycoides,3,0.8603393,Non-motile,Gram-positive,Yes,Aerobic,Zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,8142,3.91073109804338,0,0,0,2.28555730900777,0.954242509439325
Bacillus subtilis,3,0.4577364464,Motile,Gram-positive,Yes,Facultatively anaerobic,Zoonotic,Extracellular,0,Bacillaceae,Bacillus,No,35009,4.54417970571835,0,0,0,4.45887947611688,2.76789761601809
Bacteroides heparinolyticus,3,0.462713113333333,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0,Bacteroidaceae,Bacteroides,No,29,1.46239799789896,0,0,0,0.845098040014257,0
Bacteroides pyogenes,3,0.490258933333333,Non-motile,Gram-negative,No,Anaerobic,Zoonotic,,0,Bacteroidaceae,Bacteroides,No,1190,3.07554696139253,0,0,0,1.30102999566398,0.698970004336019
Bartonella capreoli,3,0.127634666666667,Motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0.127634666666667,Bartonellaceae,Bartonella,Yes,27,1.43136376415899,0.1704633,0.127634666666667,0.168455,0.602059991327962,0
Bartonella schoenbuchensis,3,0.219706377333333,Non-motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0.219706377333333,Bartonellaceae,Bartonella,Yes,93,1.96848294855394,0.250050266,0.219706377333333,0.240613866,1.25527250510331,0.602059991327962
Bartonella tribocorum,3,0.259667933333333,Motile,Gram-negative,No,Aerobic,Not zoonotic,Facultative intracellular,0.259667933333333,Bartonellaceae,Bartonella,Yes,165,2.21748394421391,0.3196392,0.259667933333333,0.3171694,1.64345267648619,0
Bordetella hinzii,3,0.654530161466667,Motile,Gram-negative,No,Aerobic,Zoonotic,Extracellular,0,Alcaligenaceae,Bordetella,No,1967,3.29380435991934,0,0,0,1.66275783168157,1.43136376415899
Borrelia duttonii,3,0.721858366666667,Motile,Gram-negative,No,Microaerophilic,Zoonotic,Extracellular,0,Borreliaceae,Borrelia,Yes,443,2.64640372622307,0,0,0,1.74036268949424,0
Borrelia hispanica,3,0.519390766666667,Motile,Gram-negative,No,Microaerophilic,Zoonotic,Extracellular,0,Borreliaceae,Borrelia,Yes,428,2.63144376901317,0,0,0,1.49136169383427,0
Borreliella americana,3,0.751855566666667,Motile,Gram-negative,No,Microaerophilic,Zoonotic,Extracellular,0,Borreliaceae,Borreliella,Yes,101,2.00432137378264,0,0,0,1.04139268515823,0.301029995663981
Borreliella bavariensis,3,0.614772126533333,Motile,Gram-negative,No,Microaerophilic,Zoonotic,Extracellular,0,Borreliaceae,Borreliella,Yes,523,2.71850168886727,0,0,0,1.61278385671974,1.41497334797082
Borreliella valaisiana,3,0.598216833333333,Motile,Gram-negative,No,Microaerophilic,Zoonotic,Extracellular,0,Borreliaceae,Borreliella,Yes,439,2.64246452024212,0,0,0,0.301029995663981,0.477121254719662
